database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	feat_ID	Compound_Source	CF_class	CF_class_score	CF_Dparent	CF_Dparent_score	CF_kingdom	CF_kingdom_score	CF_MFramework	CF_MFramework_score	CF_subclass	CF_subclass_score	CF_superclass	CF_superclass_score	PB1_1	PB1_2	PB2_1	PB2_2	PB3_1	PB3_2	PB4_1	PB4_2	PB4_3	QC_POOL1_1	QC_POOL1_2	QC_POOL1_3	QC_POOL1_4	QC_POOL1_5	QC_POOL1_6	QC_POOL1_7	QC_POOL1_8	QC_POOL2_1	QC_POOL2_2	QC_POOL2_3	QC_POOL2_4	QC_POOL2_5	QC_POOL2_6	QC_POOL2_7	QC_POOL2_8	QC_POOL3_1	QC_POOL3_2	QC_POOL3_3	QC_POOL3_4	QC_POOL3_5	QC_POOL3_6	QC_POOL3_7	QC_POOL3_8	SA01_01	SA01_02	SA01_03	SA01_04	SA01_05	SA01_11	SA01_12	SA01_13	SA01_14	SA01_15	SA01_16	SA01_17	SA01_18	SA01_19	SA01_20	SA01_21	SA01_22	SA01_23	SA01_24	SA01_25	SA01_26	SA01_27	SA01_28	SA01_29	SA01_30	SA02_01	SA02_02	SA02_03	SA02_04	SA02_05	SA02_11	SA02_12	SA02_13	SA02_14	SA02_15	SA02_16	SA02_17	SA02_18	SA02_19	SA02_20	SA02_21	SA02_22	SA02_23	SA02_24	SA02_25	SA02_26	SA02_27	SA02_28	SA02_29	SA02_30	SA03_01	SA03_02	SA03_03	SA03_04	SA03_05	SA04_01	SA04_02	SA04_03	SA04_04	SA04_05	SA05_01	SA05_02	SA05_03	SA05_04	SA05_05	SA06_01	SA06_02	SA06_03	SA06_04	SA06_05	SA06_11	SA06_12	SA06_13	SA06_14	SA06_15	SA06_16	SA06_17	SA06_18	SA06_19	SA06_20	SA06_21	SA06_22	SA06_23	SA06_24	SA06_25	SA06_26	SA06_27	SA06_28	SA06_29	SA06_30	SA07_01	SA07_02	SA07_03	SA07_04	SA07_05	SA07_11	SA07_12	SA07_13	SA07_14	SA07_15	SA07_16	SA07_17	SA07_18	SA07_19	SA07_20	SA07_21	SA07_22	SA07_23	SA07_24	SA07_25	SA07_26	SA07_27	SA07_28	SA07_29	SA07_30	SA08_01	SA08_02	SA08_03	SA08_04	SA08_05	SA09_01	SA09_02	SA09_03	SA09_04	SA09_05	SA10_01	SA10_02	SA10_03	SA10_04	SA10_05	SA10_11	SA10_12	SA10_13	SA10_14	SA10_15	SA10_16	SA10_17	SA10_18	SA10_19	SA10_20	SA10_21	SA10_22	SA10_23	SA10_24	SA10_25	SA10_26	SA10_27	SA10_28	SA10_29	SA10_30	SA11_01	SA11_02	SA11_03	SA11_04	SA11_05	SA11_11	SA11_12	SA11_13	SA11_14	SA11_15	SA11_16	SA11_17	SA11_18	SA11_19	SA11_20	SA11_21	SA11_22	SA11_23	SA11_24	SA11_25	SA11_26	SA11_27	SA11_28	SA11_29	SA11_30	SA12_01	SA12_02	SA12_03	SA12_04	SA12_05
					512.3712493			0	9.755479	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/8030	Salmo salar					GNPS					ft_160653		Glycerophospholipids	0.03	1-acyl-sn-glycero-3-phosphocholines	0.03	Organic compounds	0.03	Aliphatic acyclic compounds	0.03	Glycerophosphocholines	0.03	Lipids and lipid-like molecules	0.03	47609.52	0	91739	96016.27	0	0	0	0	0	154565.23	143124.61	0	124982.1	0	0	0	0	27117.213	24952.281	0	21785.963	0	0	0	0	299449.97	266505.28	280540.22	0	353583.56	0	0	0	0	0	79978.98	85503.33	475544.84	84624.91	20417.428	55881.965	0	20386.855	45174.918	0	56028.805	55749.973	0	0	0	6977.8257	46833.59	48950.445	13303.585	0	28505.025	0	23907.393	79424.336	0	104516.52	90558.81	0	62275.797	0	84448.88	0	235421.1	0	112713.586	82177.02	96539.13	0	88582.42	56415.895	4466.8213	142785.17	59506.184	73746.43	0	220895.77	109319.64	0	240430.06	24228.26	0	0	154763.23	0	246827.05	0	137022.12	150306.58	102630.68	132345.52	203865.31	0	95701.695	166498.03	0	0	75175.45	161929.38	0	0	125351.14	89852.56	0	119137.74	0	33060.062	75178.945	0	0	159072.75	55002.742	60029.43	0	0	29961.564	69955.97	0	26299.625	148607.28	152322.69	195278.28	0	119898.47	0	54694.566	0	0	154767.92	0	36944.402	0	0	66164.37	0	139195.86	66048.21	142770.72	46846.355	93792.46	0	42151.562	110129.87	150887.67	31853.457	74262.445	110354.9	0	21182.822	0	148761.08	0	0	108845.09	0	102213.37	0	27430.639	144568.02	15206.618	91141.266	0	0	0	64014.2	0	69800.29	92716.33	143004.8	85764.51	0	0	0	0	0	0	94575.375	0	0	134307.1	26250.979	0	0	180855.3	0	43129.14	0	223079.67	76282.78	0	26300.828	0	73981.54	0	0	0	61432.594	0	37655.445	0	165140.8	0	0	193814.22	135000.69	0	118898.87	68792.15	163532.94
CHEBI:28716	C16H30O2	C(CCCCCCC/C=C\CCCCCC)(=O)O	InChI=1S/C16H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h7-8H,2-6,9-15H2,1H3,(H,17,18)/b8-7-	palmitoleic acid	255.2317365		M+H	0	9.7893305	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/8030	Salmo salar					GNPS					ft_161213	Commercial	Fatty Acyls	0.26	Long-chain fatty acids	0.23	Organic compounds	0.26	Aliphatic acyclic compounds	0.26	Fatty acids and conjugates	0.26	Lipids and lipid-like molecules	0.26	208326.56	0	462740.22	380656.53	0	104696.2	132258.69	0	0	371689.9	379106.44	0	0	15482.382	0	0	0	166831.64	157580.77	0	109853.63	0	10197.059	0	0	555717.6	499129.12	535482.2	0	442763.06	0	0	0	0	203855.5	131081.31	188625.3	382272.16	233238.94	103264.984	176420.52	0	0	192754.84	0	115118.086	205109.88	0	38111.004	0	81622.555	156655.23	192601.72	0	0	124102.766	0	88865.29	287151.4	0	285866.9	305088.34	143096.95	144321.06	0	247300.2	12201.315	293535.12	0	0	186109.4	169121.98	2989.843	244162.88	204888.25	0	257770.58	226646.6	320942.34	0	431586	189198.1	0	344491.8	262989.22	0	0	426964.22	0	379317	0	268330.62	265285.9	410443.1	367682.34	449570.62	0	387212.56	382307.34	0	0	217352.6	0	0	0	257928.38	390188.6	0	252247.05	0	260638.11	0	0	8901.238	150128.44	249295.12	219866.48	413316.3	0	126512.6	0	17194.797	82685.7	299555.12	309726.44	308723.38	0	401911.88	0	118406.23	0	0	218320.89	0	171437.9	0	0	207329.38	0	185518.47	260573	235842.39	184141.16	315368.75	0	79193.8	187427.97	256429.31	225551.5	370167.78	438029.4	0	231416.61	0	373282.1	0	0	201986.33	0	230688.08	0	85025.016	238895.22	147320.12	419799.1	0	0	4619.805	205124.44	0	268804.5	241771.2	283182.06	894904.94	0	0	0	0	0	12619.111	323342.34	0	0	347086.25	187065.22	0	0	381896.62	0	234068.92	0	404199.7	255441.92	0	90586.56	0	301092.1	0	0	0	139086.61	0	109827.35	0	318829.9	0	0	0	326832.5	0	281162.66	269934.34	263303.7
					283.2054922			0	9.790395	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/8030	Salmo salar					GNPS					ft_161227		no matches	0	no matches	0	no matches	0	no matches	0	no matches	0	no matches	0	0	42325.98	0	22747.607	0	38783.594	0	0	0	26784.62	0	11563.657	0	0	0	0	0	32174.98	0	0	40641.01	0	0	0	0	45200.65	45831.9	59761.016	0	76373.2	0	0	0	0	54994.707	18396.654	70482.85	63995.22	24585.236	6253.7363	45941.543	0	26731.566	32345.137	11479.156	0	39861.152	0	4214.7285	0	5753.5864	0	0	0	0	7488.27	0	0	0	22272.975	65467.797	92559.234	22907.018	22568.582	0	33299.97	8579.06	0	0	33703.492	21139.027	28554.482	33953.785	43173.707	32191.805	0	45853.355	18411.676	21229.574	51121.254	33611.6	54934.72	0	0	0	0	0	100972.555	23012.617	78793.86	113565.78	106224.414	59495.62	63248.49	109503.53	56847.73	14406.762	125250.48	108256.586	0	48792.156	119557.97	0	0	0	0	60788.08	35420.49	42217.223	37277.543	16840.846	32865.887	29653.113	0	31921.451	19346.941	38773.914	0	0	19324.863	64931.176	0	17312.307	0	102864.984	0	0	93544.234	0	0	19999.639	0	28611.408	0	22196.7	0	0	0	25708.865	46102.414	27457.47	62919.5	9312.453	0	0	0	0	46721.848	26079.36	61017.84	53314.715	0	65038.34	78640.75	58861.863	32238.3	0	59473.85	0	114335.836	0	64561.926	96733.68	48392.906	58040.773	0	0	0	27754.97	0	29685.932	34827.195	65212.484	150399.53	0	0	0	0	0	0	0	0	14849.186	82377.625	86296.09	24101.361	0	83875.54	0	14964.688	0	0	43183.793	38437.406	0	6901.2075	55622.434	0	0	20969.873	0	0	36336.81	0	58027.637	31265.75	0	28330.146	74524.46	52589.844	90063.37	42566.535	41006.457
					307.226554			0	9.792191	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/8030	Salmo salar					GNPS					ft_161259		no matches	0	no matches	0	no matches	0	no matches	0	no matches	0	no matches	0	523705.28	500601.84	633069.6	649602.94	0	432232.5	0	0	0	757386.2	847136.94	650483.5	717926.7	0	0	38857.832	87154.66	663679.06	691098.7	0	634694	0	65586.48	44705.61	29760.979	666911	637832.2	865332.1	0	796849.94	0	45533.523	10923.349	0	191544.55	249927.72	389718.5	0	579653.1	393873.06	773372.44	597560.8	0	659145.7	0	578010.9	615449.06	0	208039.61	0	306165.06	627586.3	519356.25	883997.25	0	531174	0	445769.9	0	0	184850.3	262563.28	0	740016.06	24162.312	752737.4	0	655842.2	0	0	443503.22	517007.1	662271	562759.56	493239.4	100668.45	563810.4	676264.75	592528.44	0	694024.4	560491.44	0	285144.9	0	0	0	251408.84	0	366130.97	0	0	0	343842.38	416582.66	326420.56	0	368851.38	307579.38	0	0	259301.94	285899.2	0	0	720802.1	817437.7	0	514574.16	0	589613.8	686545.7	0	0	423505.28	753299.9	842673.1	99675.86	743919.44	684939.4	810091.94	0	485225.8	304190.2	295131.3	257358.4	0	333795.34	0	389363.78	0	0	444260.28	0	401568.03	0	0	469752.84	0	802648.8	351523.5	388427.44	516509.75	941228	0	786070.9	581362	822185.9	0	353324.84	261271.52	0	288012.6	0	260536.78	0	0	319645.53	0	0	0	190792.36	287925.06	651295.44	689606.8	0	0	0	544874.25	0	709401.2	440869.62	680156.44	328226.38	0	0	0	103638.38	0	0	577958.5	461145.66	0	291661.03	176322.6	0	0	350793.03	444612.34	504537.03	0	654622.9	649924.94	0	396863.75	0	501328.12	0	0	578383.5	591212.56	0	638319.5	0	755669.44	0	0	583114.6	222563.3	0	294236.84	313634.38	216028.52
					396.3106261			0	9.8056345	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/8030	Salmo salar					GNPS					ft_161514		no matches	0	no matches	0	no matches	0	no matches	0	no matches	0	no matches	0	59238.492	54878.047	85197.234	98420.67	0	22093.117	0	0	0	0	6968.1704	0	6771.695	0	0	0	0	38099.65	36378.14	0	36117.477	0	0	0	0	68440.14	66793.805	87856.05	0	93867.625	0	0	0	0	24748.809	26180.236	22899.596	41306.484	17614.586	18570.84	24286.346	0	0	23768.9	0	19231.107	22482.01	0	0	0	28589.17	36443.094	24352.195	0	0	12259.89	0	28921.27	53390.85	0	33924.805	78724.79	44804.387	38882.117	0	61937.234	0	50308.07	0	40738.934	60100.04	52760.36	66717.22	51643.14	36327.156	0	50007.316	80202.305	95309.07	43233.76	102191.41	47124.54	0	58874.555	46396.137	0	0	44223.543	0	37844.293	58746.55	0	54793.453	60891.21	47040.89	27025.139	0	42538.125	27071.174	0	3065.3823	70081.805	0	0	0	42977.3	128519.64	0	39704.23	0	29566.266	27097.566	0	0	28226.588	45358.12	74870.875	0	42619.14	62042.742	109238.05	0	25977.686	64682.754	33576.887	44697.492	0	50029.652	0	38105.875	0	0	58049.992	0	26142.531	0	0	62033.61	0	74065.47	35621.74	26310.361	0	44830.16	0	0	32902.535	50001.207	34459.047	50901.46	49576.97	0	52366.54	0	33742.406	3286.5376	0	63240.996	0	65171.703	0	14378.092	39482.645	21388.533	38434.367	0	0	0	24590.38	0	29333.799	31143.807	50002.707	31263.895	0	0	0	0	0	0	43214.25	0	0	45231.89	49146.082	0	0	38931.67	0	15548.236	0	53148.664	104776.68	0	27686.312	0	49755.06	0	0	36440.1	47016.65	0	25467.863	0	106129.37	0	0	83420.71	71580.625	40052.184	36609.527	39432.64	60247.1
					279.1589712			0	9.807166	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/8030	Salmo salar					GNPS					ft_161537		no matches	0	no matches	0	no matches	0	no matches	0	no matches	0	no matches	0	509450.4	240594.69	617553.4	443278.22	0	141521.95	3304510	0	0	331396.56	247199.75	0	0	0	0	0	726554	520805.94	406745.12	0	167882.28	0	484277.72	680102.06	619742.75	612274	571777.4	456552.06	0	258266.83	0	598601.5	705810.56	0	473043.62	520526.4	364280.78	0	530767.3	652609.2	560670.25	0	0	580908.2	0	371746.1	549776.56	0	0	0	632210.1	664997.3	739803.94	0	0	691087.5	0	246443.75	0	0	1064147.2	714296.4	0	376780.94	633522.06	300880.56	0	314882.25	0	570450.56	260681.3	529912.2	400739.56	554515.94	463849.53	952486.4	359833.2	578623.7	570975.1	345444.53	396218.72	357781.75	0	0	0	0	0	961960.56	0	733322.1	906102.8	0	0	1089116.8	750810.5	893695.44	0	1028100.94	737013.5	0	0	715788.5	0	0	0	349950.3	567918.8	0	555480.6	0	388355.6	253174.47	0	0	186703.36	227705.16	539095.6	696579.75	283906.97	300271	542276.44	0	280842.5	764385.6	895782.4	0	0	870095.5	0	197297.05	0	0	418681.44	0	520060.62	0	0	396923.34	0	257672.12	743829.44	386447.62	304213.75	371633.28	0	202932.48	262836.1	366964.88	0	877978.5	1115632.5	0	1303617.2	0	849284.4	0	0	377179.06	0	0	0	454485.66	802620.1	540091.8	615591.94	0	0	0	378531.4	0	286863.56	393445.12	413329.38	339326.06	0	0	0	0	0	0	310119.6	0	0	799052.94	763344.5	0	0	868168.9	0	629298.9	0	421859.06	362495.7	0	367621.97	0	690198.06	0	0	0	215883.8	0	182105.55	0	474438.88	0	0	398331.62	875254.9	0	814883	991720.5	785189.8
					653.4258792			0	9.811359	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/8030	Salmo salar					GNPS					ft_161596		no matches	0	no matches	0	no matches	0	no matches	0	no matches	0	no matches	0	0	33868.22	35427.76	35603.95	0	19552.287	0	0	0	0	0	0	0	0	0	0	0	26326.475	18631.254	0	23469.992	0	0	0	0	29796.148	26671.688	32868.457	31248.021	25982.562	0	0	0	0	61761.43	43200.465	63307.57	61452.52	35734.27	11143.19	19573.012	0	21129.729	22614.59	10397.762	0	29498.982	0	0	0	10488.903	26826.742	20456.174	13488.104	0	9251.836	0	29554.02	80389.75	0	66611.66	30166.764	79151.99	13812.252	0	15991.248	0	11746.356	0	23629.172	13967.381	12457.744	18632.28	38308.676	27364.809	0	17852.941	30135.553	21785.262	18745.018	40535.805	22312.816	0	108626.336	45409.363	0	114318.67	78422.54	0	76955.625	165370.12	95428.96	99999.72	104644.79	74564.89	41719.426	0	61987.453	40572.62	0	5610.056	107166.49	0	0	0	18456.545	32107.04	0	37190.94	0	29657.34	16276.396	19960.717	0	11245.988	27436.99	0	0	0	34658.285	33836.535	0	8694.799	100370.01	117244.836	65217.723	0	115538.56	0	17667.057	0	0	9233.918	0	0	0	0	22111.547	0	17603.219	19633.662	5557.6655	16526.38	17630.314	0	10085.639	7306.978	15253.871	0	88386.65	67918.06	0	58902.215	0	72116.09	0	0	37594.367	0	97212.86	80232.83	70304.12	90212.93	14871.504	49947.883	4379.7695	0	0	12537.249	0	37715.082	0	6157.044	20258.498	0	0	0	0	0	0	11002.795	0	0	65381.125	76307.81	0	0	59755.684	0	10664.158	0	10838.786	35199.8	27041.613	0	0	36771.04	26525.879	6212.3184	4237.248	0	0	18324.375	6165.5024	30676.543	0	2208.8794	27656.91	92840.73	36638.844	93281.12	43575.258	125998.17
					313.2006778			0	9.82194	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/8030	Salmo salar					GNPS					ft_161754		no matches	0	no matches	0	no matches	0	no matches	0	no matches	0	no matches	0	31629.541	31667.318	45724.457	45771.43	0	21672.129	80338	0	0	35749.203	31200.271	0	33272.324	0	0	0	123639.09	0	36112.8	0	0	0	0	113925.71	91547.45	38418.51	40511.21	47472.863	0	32805.656	0	100755.81	78723.664	0	56928.754	64321.7	46212.617	0	46626.09	70806.95	65419.582	0	68056.445	72497.11	0	0	83991.93	0	0	0	91196.78	57264.023	49686.89	0	0	77488.305	0	31855.713	0	0	127392.086	82622.234	95367.8	65195.94	83912.41	48223.938	3330.8428	29915.518	0	47330.25	34272.285	37884.785	61505.53	48326.445	45519.023	85343.125	37271.01	43039.05	36697.734	51822.24	49753.523	41077.547	0	0	0	0	0	100706.53	0	76036.33	89337.54	0	81105.92	66541.125	99033.23	59322.145	0	112073.805	58821.746	0	0	75013.414	0	0	0	42908.52	60563.8	0	35946.543	0	34492.35	44098.92	0	0	29458.344	43442.74	41405.188	119038.66	0	42060.72	59497.734	0	47457.94	0	50510.44	76756.65	0	100231.85	0	30465.793	0	0	20984.502	0	39175.504	0	0	30334.982	0	39899.79	55126.516	23245.074	42178.203	53801.535	0	36031.324	43586.344	55659.266	0	60934.496	64179.65	0	105248.48	0	67178.68	0	0	0	0	0	0	77771.805	74070.836	74482.4	45394.066	0	0	0	24590.008	0	25029.3	46570.52	51058.047	44179.824	0	0	3003.5898	0	0	0	51772.48	33886.98	0	88105.19	93602.94	0	0	77004.16	0	59845.63	0	40857.254	34088.984	0	45995.11	0	54513.516	0	0	0	36322.54	0	31140.836	0	62699.117	0	0	46161.457	63366.805	0	71473.195	87707.41	46280.14
CHEBI:64563	C24H50NO7P			Lyso-PC(16:0)	496.3397214		M+H	0	9.822639	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/8030	Salmo salar	NIST14				GNPS					ft_161763	Isolated	no matches	0	no matches	0	no matches	0	no matches	0	no matches	0	no matches	0	212406.7	0	303081.22	418407.3	17895.037	13373.235	391295.75	0	0	32260760	22202720	0	0	0	0	0	99607.305	498052.3	53851.562	0	0	0	4880.0996	23270.998	36258.83	1510003.4	1449680.8	1375821.5	0	1854872.8	0	149848.67	22020.469	25697.73	1365836.8	331029.53	19336.06	716160	10678385	3041535.5	10333029	0	108965.45	2062188.2	95744.21	984672	8618988	245267.23	29493.809	693899.4	1838125.8	3222415.8	5349236.5	246214.08	0	6186848.5	460005.88	528853.1	41520.406	0	5884299	248725.11	35462.418	552586.4	63074.523	618237.56	0	0	0	622087.3	175730.19	156441.64	0	219240.38	1246899.5	636004	2401744.8	717946.25	189686.3	0	1995969.2	2545715.8	0	707893.3	141644.33	1066701.5	514549.88	4375276	20841.486	720773.4	172886.56	123918.25	777395.9	134781.98	5165015	11946136	375051.4	232629.48	19218220	762052.2	307992.44	12422.315	702368.75	0	0	973777.7	1227751.9	0	2599575	0	291466.16	0	0	0	5619207.5	2196625.2	1235883.6	562315.6	0	374987.22	1222978.1	0	1324339.6	66070.03	1282574.8	798533.06	9327.459	2746930	0	78734.17	0	332422.34	391605.8	0	1017630.56	0	0	433889.16	0	378299.38	227540.16	56175.688	0	243292.45	316874.03	0	461594.75	851754.56	4052.4146	126076.766	4269849.5	0	1339335.9	442327.7	6108371.5	0	0	123259.25	89224.39	0	653080	1347148.6	420784.75	135225.83	2394697.8	34014.914	20994.135	0	243344.73	0	2492373.5	98125.195	118715.7	6439275.5	0	31406.271	0	74526.01	0	0	522562.62	5768.377	0	7034570.5	26307.215	810281.8	525428	6471809	0	5700002.5	7667.9062	2974589	1488263	44003.875	3648407.5	139751.08	101553.9	0	0	0	0	0	0	0	227678.23	0	0	453075.62	1175081.5	110614.086	169297.36	4434285.5	8134069.5
CHEBI:72853	C20H30O3	CCC1OC1C\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O	InChI=1S/C20H30O3/c1-2-18-19(23-18)16-14-12-10-8-6-4-3-5-7-9-11-13-15-17-20(21)22/h3,5-6,8-9,11-12,14,18-19H,2,4,7,10,13,15-17H2,1H3,(H,21,22)/b5-3-,8-6-,11-9-,14-12-	17(18)-EpETE	301.2160208		M+H-H2O	0	9.824985	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/8030	Salmo salar	NIST14				GNPS					ft_161799	Isolated	Fatty Acyls	0.11	Lineolic acids and derivatives	0.06	Organic compounds	0.14	Aliphatic acyclic compounds	0.07	Lineolic acids and derivatives	0.09	Lipids and lipid-like molecules	0.14	0	777846.6	0	754976.4	810471.2	716665.75	0	0	18372.387	0	859314.94	790022.56	781598.75	0	0	25262.389	0	0	0	0	767745.44	0	0	37200.87	0	1291471.9	0	0	1642989.8	1625594.9	0	21362.559	0	0	1105520.4	819897.94	1230772.9	1871873.8	0	0	1040872.56	565732.75	534631.2	0	0	597079.5	741352.56	490382.9	264429.97	741514.44	0	674415.9	0	442958.75	0	0	410773.47	0	2334282	0	0	0	1059577.2	729679.06	0	846575.3	0	872776.44	0	495137.94	0	355030.5	806625.94	1195382.4	759438.6	38377.594	962672.06	0	0	893758.2	921882.06	980418.1	0	2176311.8	1679980.9	1181980	1403313.2	0	796520.5	1716964.8	1842376.4	1997871.6	1634746.6	2164497.5	0	0	0	0	2541348.8	1618774.4	1542985.2	1949955	1556392.1	0	879964.94	822540.2	955192.6	853074.56	0	583760.5	0	685015.94	714900.3	912764.5	731367.1	721877.4	488571.3	11825.681	824497.6	602551.5	1052614.1	0	0	1585939.4	1946471.9	1824606.4	0	0	1217719.6	0	1082012.5	0	0	0	483009.72	564586.5	665820.75	0	864448.7	1023640.9	0	1316210	568924.2	0	0	670852.3	588599.1	0	1294367.1	0	827343.5	0	0	1293515.1	0	2362791.8	1253614.5	1169424	934612.4	1616568.4	1679802.4	1526344	1594253.8	1015691.2	0	685939.4	34668.11	0	0	807698.44	685763	0	1293562.5	0	890481.6	684170.3	0	67822.78	694015.7	0	885835.5	890863.8	565248	1730061.5	1454016.2	1501788.8	0	0	588382	0	0	0	894618.94	729886.75	337088.75	319537.44	0	542168.2	705291.3	443748.4	575698.25	0	592905.94	0	0	914834.7	815282.94	858009.56	0	1071859.4	1573426.9	0	1398920.9
					787.5134557			0	9.913452	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/8030	Salmo salar					GNPS					ft_163081		no matches	0	no matches	0	no matches	0	no matches	0	no matches	0	no matches	0	796550.8	1064961.6	283574	353332.5	0	921129.4	0	0	0	260953.89	261404.1	288757.25	0	0	0	0	12651.052	1289985	752548.1	0	1244690.6	0	0	40233.402	0	175913.31	154056.19	187388.7	0	111609.25	0	7027.5625	0	0	2687943.2	3601923.8	1702205.2	90298.76	217229.44	839783.9	643901	0	712622	806092.25	0	0	295448.12	0	0	0	907297.9	294232.06	339835.94	0	0	318375.97	0	269209.25	82435.38	0	14424.027	28047.33	286763.16	570480.06	0	2076629.4	0	905850.06	0	0	285438.47	866669.56	0	378123	1873792.8	22998.184	370981.66	289532.78	296016.72	0	363593.25	1402728.5	0	0	64061.47	0	0	31943.787	0	63618.273	0	39473.66	226854.7	33067.508	157492.05	24255.543	0	8909.679	76418.875	0	0	172207.05	0	0	0	808058.7	156679.55	0	666092.94	0	708819.75	1503166.5	0	0	1369237.5	574561.5	950795.3	24448.516	1077215.2	0	22713.936	0	2639319	15475.533	19347.967	10051.695	0	13164.164	0	1216413.9	0	0	185191.12	0	545993.1	0	0	628236.8	0	1100232.1	604360.7	154831.08	3066272.5	2950359	0	1285986.1	2477282.2	386061.44	0	51526.445	0	0	128601.05	0	74488.48	0	0	170874	0	68174.43	0	80811.125	51321.266	177093.84	54656.324	0	0	0	418782.34	0	663310.94	938768.44	1004314.3	151398.95	0	0	0	0	0	0	1078850.8	51954.594	0	126687.42	54413.945	0	0	126138.08	0	240792.47	0	460703.5	331878.06	0	1267047.9	0	287615.38	2289299.8	0	0	2705001.5	0	0	2191667.8	135400.58	0	0	168798.58	11580.319	0	19320.535	75121.71	95405.29
					543.4367426			0	9.917648	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/8030	Salmo salar					GNPS					ft_163133		no matches	0	no matches	0	no matches	0	no matches	0	no matches	0	no matches	0	95247256	0	26994436	29978690	0	148109568	0	0	0	36388648	39690708	0	0	0	0	0	46813.508	82361128	87690640	0	110400712	0	0	462680.03	6058.631	15302683	16524627	21006602	0	24676354	0	57107.953	2806.0664	0	257841312	264188944	137674048	0	10277002	22242774	16074388	0	0	29218808	0	0	4676594.5	0	0	0	12263190	12212051	33653788	0	0	7653465	0	16012626	0	0	0	45535.953	2101243.8	13905137	33787.453	62579616	0	99349304	0	0	17945100	51282760	0	27013718	226914000	954723	31790740	18558378	34960740	0	9079971	67125384	0	0	120277.88	0	0	47612.375	0	612380.06	0	299314.1	2140751.5	392451.75	1060399.4	325908.34	0	0	638756.06	0	0	1224821.5	0	0	0	94353536	2065710.2	0	51585816	0	94258984	51024724	0	0	94467080	31177264	83744744	1087853.2	96449648	107171384	372829.38	0	84272752	30153.041	347039.6	28705.004	0	8913.327	0	111267896	0	0	14998538	0	72928304	0	0	59046128	0	50782412	26188026	16172576	206737360	94447512	0	169623792	78781976	11278415	0	532744.1	30827.93	0	489023.78	0	905444.94	0	0	3618884.5	0	264029.97	0	986109.44	130981.47	2330518.5	6506056.5	0	0	0	33110716	0	39295720	50229232	39710164	11543249	0	0	0	0	0	0	47664112	0	0	817168.8	88235.51	0	0	1705489.9	0	6155919.5	0	34077956	20609466	0	56453080	0	31002608	0	0	0	167214272	0	97408480	0	2728152.8	0	0	11006974	59511.195	0	30358.291	349394.75	3024322.8
