database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	feat_ID	Compound_Source	CF_class	CF_class_score	CF_Dparent	CF_Dparent_score	CF_kingdom	CF_kingdom_score	CF_MFramework	CF_MFramework_score	CF_subclass	CF_subclass_score	CF_superclass	CF_superclass_score	PB1_1	PB1_2	PB2_1	PB2_2	PB3_1	PB3_2	PB4_1	PB4_2	PB4_3	QC_POOL1_1	QC_POOL1_2	QC_POOL1_3	QC_POOL1_4	QC_POOL1_5	QC_POOL1_6	QC_POOL1_7	QC_POOL1_8	QC_POOL2_1	QC_POOL2_2	QC_POOL2_3	QC_POOL2_4	QC_POOL2_5	QC_POOL2_6	QC_POOL2_7	QC_POOL2_8	QC_POOL3_1	QC_POOL3_2	QC_POOL3_3	QC_POOL3_4	QC_POOL3_5	QC_POOL3_6	QC_POOL3_7	QC_POOL3_8	SA01_01	SA01_02	SA01_03	SA01_04	SA01_05	SA01_11	SA01_12	SA01_13	SA01_14	SA01_15	SA01_16	SA01_17	SA01_18	SA01_19	SA01_20	SA01_21	SA01_22	SA01_23	SA01_24	SA01_25	SA01_26	SA01_27	SA01_28	SA01_29	SA01_30	SA02_01	SA02_02	SA02_03	SA02_04	SA02_05	SA02_11	SA02_12	SA02_13	SA02_14	SA02_15	SA02_16	SA02_17	SA02_18	SA02_19	SA02_20	SA02_21	SA02_22	SA02_23	SA02_24	SA02_25	SA02_26	SA02_27	SA02_28	SA02_29	SA02_30	SA03_01	SA03_02	SA03_03	SA03_04	SA03_05	SA04_01	SA04_02	SA04_03	SA04_04	SA04_05	SA05_01	SA05_02	SA05_03	SA05_04	SA05_05	SA06_01	SA06_02	SA06_03	SA06_04	SA06_05	SA06_11	SA06_12	SA06_13	SA06_14	SA06_15	SA06_16	SA06_17	SA06_18	SA06_19	SA06_20	SA06_21	SA06_22	SA06_23	SA06_24	SA06_25	SA06_26	SA06_27	SA06_28	SA06_29	SA06_30	SA07_01	SA07_02	SA07_03	SA07_04	SA07_05	SA07_11	SA07_12	SA07_13	SA07_14	SA07_15	SA07_16	SA07_17	SA07_18	SA07_19	SA07_20	SA07_21	SA07_22	SA07_23	SA07_24	SA07_25	SA07_26	SA07_27	SA07_28	SA07_29	SA07_30	SA08_01	SA08_02	SA08_03	SA08_04	SA08_05	SA09_01	SA09_02	SA09_03	SA09_04	SA09_05	SA10_01	SA10_02	SA10_03	SA10_04	SA10_05	SA10_11	SA10_12	SA10_13	SA10_14	SA10_15	SA10_16	SA10_17	SA10_18	SA10_19	SA10_20	SA10_21	SA10_22	SA10_23	SA10_24	SA10_25	SA10_26	SA10_27	SA10_28	SA10_29	SA10_30	SA11_01	SA11_02	SA11_03	SA11_04	SA11_05	SA11_11	SA11_12	SA11_13	SA11_14	SA11_15	SA11_16	SA11_17	SA11_18	SA11_19	SA11_20	SA11_21	SA11_22	SA11_23	SA11_24	SA11_25	SA11_26	SA11_27	SA11_28	SA11_29	SA11_30	SA12_01	SA12_02	SA12_03	SA12_04	SA12_05
					556.4418083			0	10.791758	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/8030	Salmo salar					GNPS					ft_170823		Organooxygen compounds	0.01	Polyethylene glycols	0.01	Organic compounds	0.01	Aliphatic acyclic compounds	0.01	Ethers	0.01	Organic oxygen compounds	0.01	120646.56	66843.74	205188.58	136501.8	49998.887	40770.043	146971	0	39340.066	561169.9	505286.1	0	420937.56	0	31195.78	36333.87	28222.55	252864.19	251801.34	0	256576.05	73965.4	38769.17	23156.459	39768.97	105452.695	142063.53	96643.24	46159.56	95429.21	42811.96	34609.05	31361.732	38092.203	77494.1	175612.69	95906.59	89537.42	50056.383	47089.9	0	81921.09	102895.34	64947.79	50192.434	201961.58	111579.086	78090.125	86281.85	105709.54	0	71582.86	142373.45	88393.125	0	71141.91	65299.62	119300.22	110156.125	100600.375	41948.664	109153.76	66562.73	162957.12	27218.545	99282.73	87958.27	47773.695	0	90667.43	55069.082	82331.805	93601.695	164289.16	257055.03	55273.24	100590.08	0	156961.77	153920.39	55674.73	67215.12	56310.555	110875.02	53655.465	69134.1	75787.22	161282.22	110236	120353.75	130145.336	87219.28	98142.17	91873.53	0	126179.04	95642.4	137817.31	100865.52	52126.938	0	0	126673.07	86229.34	41567.957	66457.33	67566.83	61348.145	102830.89	106895.93	72887.69	186191.2	83210.12	0	63316.74	109359.15	112551.86	42998.93	144191.83	233653.56	112067.69	164967.66	71218.67	129086.3	138395.31	87676.195	0	83384.22	0	47790.887	157220.75	160991.48	41655.668	58278.312	119809.13	91033.984	139581.14	0	88428.61	91492.15	0	115948.06	139348.05	0	62152.58	98061.77	128950.63	139281.28	86930.555	141544.55	63086.156	47320.08	0	0	100841.87	56277.836	37188.535	99373.06	123193.31	98705.25	46471.02	0	60385.72	65486.14	337921.1	36911.875	0	100671.11	173839.83	52055.105	177112.23	68094.92	189213.55	0	117248.12	158820.08	0	70812.02	128328.01	0	157050	62413.98	76068.4	97291.945	49419.555	0	72041.32	132408.16	76398.914	0	58671.42	141666.75	106709.49	77395.47	107985.34	119945.76	116825.164	67179.36	76633.016	136075.83	73643.875	105375.44	73333.09	141251.77	68913.734	0	77621.58	90241.164	42843.418	130589.83	37463.695	0	210485.69
					415.3050893			0	10.796067	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/8030	Salmo salar					GNPS					ft_170855		no matches	0	no matches	0	no matches	0	no matches	0	no matches	0	no matches	0	72721.016	33733.383	59521.28	45748.074	0	23864.424	129605.86	14921.658	0	27098.518	15969.351	14202.516	11335.953	0	16980.533	70203.39	69263.08	52396.617	50978.42	0	22632.79	0	65312.168	54383.5	68337.68	55021.777	56930.637	39497.5	0	21590.777	0	59904.875	54353.598	0	64183	77022.68	50170.992	49332.773	73705.17	87131.16	90382.12	0	77734.41	74928	13143.792	56245.13	70888.266	0	81067.68	0	80905.66	106908.75	107303.7	0	0	87339.21	0	57798.613	77389.6	0	82059.984	67881.375	73651.63	58370.637	59340.668	59929.984	9749.67	32594.137	0	63897.23	36698.938	52686.27	43495.938	57051.582	61209.97	68179.59	29525.516	74259.46	58492.133	60887.805	41671.895	57241.312	20162.1	94379.03	75200.13	0	58310.492	81218.266	0	61273.504	0	79085.88	58539.703	106995.67	82151.734	93200.02	13081.336	77105.68	103919.08	0	0	60662.64	88219.67	0	66589.836	46584.453	45449.023	35916.383	102028.48	0	62830.9	44302.91	0	0	28125.295	44339.266	80059.11	56354.664	43768.914	46582.246	45661.066	5806.1875	59700.332	70337.49	105013.66	77130.414	12235.92	83119.85	0	40661.652	34980.32	46324.035	28748.041	24764.258	55492.074	16482.695	0	51517.125	0	39733.48	72724.31	28332.486	36936.86	0	75507.945	26462.168	56277.367	51424.87	61601.844	77959.016	99595.76	9899.8955	106977.89	0	95836.83	23841.732	0	38918.29	14219.098	62676.496	71902.27	69640.52	71203.57	47461.035	53491.625	10261.245	0	0	30103	16249.259	34224.785	29694.639	37522.25	53027.79	0	51219.246	16236.657	53830.676	0	9384.035	44094.633	27460	0	69835.51	70613.336	88345.016	28611.69	75994.23	26147.387	84276.32	0	47904.26	43794.38	62869.902	57649.99	51439.996	47644.93	39663.85	0	56889.934	35704.96	0	34415.523	0	46564.223	0	0	41863.05	61392.42	77756.44	45262.99	76562.734	88669.836
					534.3637446			0	10.800024	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/8030	Salmo salar					GNPS					ft_170891		no matches	0	no matches	0	no matches	0	no matches	0	no matches	0	no matches	0	7035.967	15642.889	11082.429	15248.674	12683.719	7690.2603	0	0	161155.1	7248.725	6368.2275	14599.546	6937.459	12429.972	50518.812	81872.49	79151.39	10518.674	14126.645	0	14050.736	5423.4653	99941.49	88724.64	136230.19	6454.9316	7326.364	12852.058	10053.939	9953.273	127847.3	112111.31	166618.95	36698.63	31726.973	35450.93	29116.121	0	0	31057.469	30474.15	19533.893	31526.707	32393.209	36556.934	0	26827.553	35177.105	48934.277	43673.7	55099.38	16557.303	10025.105	37392.79	46141.42	23135.188	44799.465	30042.752	28288.78	64512.973	43078.656	27483.488	45516.176	29069.674	144619.06	19640.955	37607.57	8803.893	19532.975	17604.006	15499.343	14882.877	21174.553	14161.366	8952.888	38043.676	0	10387.269	13169.792	20435.701	14864.771	25150.826	24754.941	27115.908	32564.148	43909.34	14372.116	32412.39	0	32212.314	17364.926	24156.244	27762.383	17401.398	43029.613	18831.928	31428.84	35201.848	20582.746	0	36054.688	30939.05	26086.951	166362.14	29837.715	14788.204	21796.541	19083.6	14769.996	0	9839.203	0	18380.914	12463.415	16746.088	26502.998	12849.751	87648.67	24054.662	18406.938	18160.693	15716.822	21371.771	38954.656	15968.281	34499.54	0	38439.19	0	17012.31	13314.076	10311.159	6789.2256	48049.395	0	54557.266	28288.01	11739.866	16294.304	17366.668	20932.367	11871.106	18450.572	0	126331.66	16043.137	21348.79	21924.13	43102.695	18521.305	15086.159	43056.285	32610.387	51657.668	27186.148	44614.61	42783.53	30611.072	57036.418	32443.775	42993.824	43648.49	33076.83	28473.57	6863.505	23724.205	86004.234	32403.771	9818.155	33564.37	10473.407	19813.389	24835.91	26397.781	24547.572	23907.572	27775.588	101523.555	23206.102	30868.047	16064.377	0	14221.632	41026.688	38722.434	29720.98	36603.348	36480.69	18043.877	11332.691	26286.695	12648.659	7237.566	27779.645	18088.248	24139.77	17141.316	19148.787	21198.1	0	14291.445	10370.929	17003.613	19731.506	19388.797	0	25574.379	19863.172	35862.28	66827.695	30524.398	34364.625	0
					539.3191595			0	10.801704	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/8030	Salmo salar					GNPS					ft_170903		no matches	0	no matches	0	no matches	0	no matches	0	no matches	0	no matches	0	7975.641	11675.474	7190.9844	14387.068	0	8156.808	0	7010.2607	93437.36	6855.355	0	15667.617	5121.156	9161.799	37898.566	75256.484	67464.46	10450.587	9612.215	7293.4424	12056.434	4405.4434	83183.266	77185.22	106821.1	0	5761.027	12909.411	11701.127	8814.15	84325.305	81506.734	134485.34	25000.506	24013.732	28422.047	23295.398	22985.965	13760.299	22316.148	28445.129	15280.202	27063.568	25904.463	0	0	24261.09	0	34621.566	25194.75	41075.21	13688.52	6982.6094	25023.43	23257.736	22167.418	24938.988	24415.531	35582.96	42192.023	35560.793	28472.744	51260.582	26392.832	112482.09	17753.059	20855.066	6707.3086	16114.537	14623.842	15004.621	0	18648.31	0	7425.118	34445.113	14014.462	8244.593	11539.08	18176.154	13067.382	24999.895	17599.455	24275.879	32147.37	28790.12	15687.129	28709.463	52055.49	23989.799	12553.917	21464.666	25800.477	12099.043	31814.717	14400.827	32199.217	27940.023	13658.74	23207.027	18806.557	20606.822	18007.994	106179.625	26737.254	12591.384	14687.34	20431.719	11525.664	0	5955.8994	22432.727	6764.256	0	19533.648	25803.28	10547.09	87411.51	16203.142	16305.82	16259.701	7557.6133	17950.168	35478.945	12829.872	35792.832	33612.996	31676.662	0	42677.688	8538.634	11371.765	7112.298	25593.287	27189.615	37036.305	20490.227	10519.818	11948.754	17283.314	17162.365	9311.374	15505.034	0	74735.62	14019.829	19049.424	19397.336	33178.402	15049.132	14280.849	28278.059	24205.23	28837.887	18113.125	28240.262	29107.742	23571.928	38995.06	36123.492	33522.07	39746.746	34253.69	25744.152	5900.1357	35335.523	45105.906	18290.389	9111.791	20922.379	8826.665	16437.352	17299.719	25772.604	18361.838	22973.332	21901.03	95716.055	0	21244.338	22947.01	12310.199	11728.412	31074.65	36426.902	19752.004	0	25798.568	26541.07	9172.13	19286.24	9247.793	5039.9243	27721.9	13061.07	27400.332	15809.684	14835.854	14958.988	0	16919.191	6354.8633	15504.887	0	17552.45	0	15290.723	16136.827	31889.244	42906.086	27701.955	26025.396	9401.056
					517.3377632			0	10.812561	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/8030	Salmo salar					GNPS					ft_170989		no matches	0	no matches	0	no matches	0	no matches	0	no matches	0	no matches	0	0	22977.736	9420.479	21144.52	37042.55	17681.008	13637.761	52720.844	55700.688	0	0	0	0	19225.85	77871.04	37150.156	40339.492	0	0	34794.016	13913.186	32647.377	38039.633	40007.934	35370.21	0	0	15529.064	0	0	50576.445	34233.863	34113.938	101000.7	37962.38	40351.324	35956.918	31367.81	10545.174	34543.004	40059.582	21839.703	36363.598	43640.28	69429.27	24329.861	39902.055	54583.74	42006.96	78132.484	52511.68	16995.482	7685.605	21108.143	83473.52	26678.29	83620.73	35163.734	29433.277	57034.098	58602.56	49212.676	49781.656	43172.28	32544.361	46450.223	63395.06	9440.667	0	23486.086	26398.879	18890.615	25163.98	15531.418	10250.345	18725.621	21170.438	9080.747	6847.537	38881.742	35845.996	36081.062	57301.223	29524.94	58407.336	75703.66	31980.363	50218.516	43709.84	37378.637	0	30451.031	41738.273	16652.15	54114.82	18913.72	67693.836	52763.02	26231.705	0	24762.658	40817.773	30590.438	50892.297	41511.48	20239.443	32210.959	0	13815.781	29165.256	9886.712	28599.094	41324.47	36475.637	16340.969	27899.094	0	35440.13	20120.87	35043.11	26431.498	49807.66	46593.527	47223.883	13581.686	36137.383	71756.51	55922.137	13754.58	33634.402	12045.373	17179.904	5594.648	64078.09	15742.329	67862.24	49545.465	15072.739	47497.83	26540.322	30617.434	14133.902	27073.504	0	22148.086	21018.498	37150.258	36337.137	39083.957	20080.855	14357.542	69241.07	39152.074	39408.17	26193.96	92704.734	36047.004	33852.938	73089.14	42076.754	47091.64	45905.363	48709.426	33812.914	7256.1973	43957.62	0	62271.914	6169.167	65694.39	9524.685	20764.428	27376.186	19920.447	62034.164	36696.016	69763.51	34273.715	24560.559	59773.457	29538.242	15560.309	45151.11	43995.21	48969.656	32865.723	72634.43	36762.863	18257.14	13301.81	56981.004	10143.533	11141.894	40609.69	27235.725	37676.54	23278.389	26465.979	41934.49	37133.54	31499.502	36814.996	26212.926	40286.4	32051.203	12940.821	59209.484	25827.205	30491.96	52328.992	39943.79	39097.594	15545.358
					363.2890081			0	10.818872	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/8030	Salmo salar					GNPS					ft_171030		no matches	0	no matches	0	no matches	0	no matches	0	no matches	0	no matches	0	44809.89	38220.617	62262.47	57287.312	34608.254	38369.047	0	0	0	93591.53	81729.08	61625.1	66558.59	44715.77	35012.8	0	11877.188	56960.98	57834.023	49228.008	29512.44	43702.004	0	0	0	60886.92	54315.508	66686.195	0	66548.484	0	0	0	16311.002	0	0	19752.818	35630.848	59115.438	29347.271	65195.08	65910.64	30479.016	62874.254	9998.412	71553.125	43437.715	0	10987.151	8697.764	19348.824	68470.75	35325.855	105173.15	14263.901	41772.33	10269.725	34630.957	9813.732	3599.8838	10484.678	13110.686	14742.049	64337.93	0	90392.195	50475.137	66470.71	64376.062	37650.47	38283.527	53751.03	40727.938	57622.625	48849.555	9677.947	53691.58	52886.438	66759.52	0	35613.87	52304.76	26023.924	12687.223	14280.554	13376.493	6970.661	22584.2	0	0	10574.108	0	13181.372	20078.055	18941.154	0	13930.369	7212.933	26251.062	13936.423	0	9845.923	18666.344	0	39685.21	49212.98	46811.945	0	81213.484	0	83191.32	0	23832.21	45190.297	39793.93	65127.39	89115.93	7886.3276	81038.56	35809.12	47923.367	39011.39	20698.57	25272.994	28553.209	13626.316	10633.246	17794.291	46969.645	39927.25	0	55584.4	32097.71	35507.46	24747.992	39647.574	28936.713	72413.49	25971.88	47374.87	71824.84	41293.31	52774.188	0	0	41603.71	55334.402	42173.117	13951.054	28633.95	12793.132	12173.82	24912.693	10434.437	19087.39	14636.632	13269.262	12439.553	0	15157.264	0	39566.668	11361.425	0	56291.46	40712.777	0	30164.348	43483.023	31363.17	57918.59	15457.178	46353.4	14478.172	0	59555.117	21400.447	0	19890.975	47052.81	54487.758	44518.125	100515.65	16552.295	7151.5107	11860.095	11627.594	34108.723	21486.842	50466.24	21176.598	53879.168	62545.973	49504.03	0	0	55575.01	31678.99	24883.213	0	39866.74	32816.074	66681.02	71020.11	45595.96	36233.81	38926.45	38202.8	13367.569	11933.837	12243.595	28076.344	11740.938
					468.3894068			0	10.846674	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/8030	Salmo salar					GNPS					ft_171210		Organooxygen compounds	0.01	Polyethylene glycols	0.01	Organic compounds	0.01	Aliphatic acyclic compounds	0.01	Ethers	0.01	Organic oxygen compounds	0.01	102713.81	93495.99	111236.73	186940.62	57749.53	55012.7	82981.78	0	59532.734	396939.34	359160.66	279274.56	223847.4	0	35568.17	40130.633	0	209863.83	249966.1	205777.2	231982.02	0	47763.312	0	0	103593.79	160862.06	152059.62	0	162684.48	59358.35	0	49484.12	124745.36	101384.05	120587.17	157411.11	73165.29	50708.85	111079.15	58864.887	128583.5	135818.88	50641.61	99246.25	138483.38	86330.695	95283.445	110194.8	195990.6	105009.05	73102.18	92625.68	118549.98	0	55114.406	115956.57	159032.84	178126.6	197485.62	0	78004.555	67399.016	96950.6	0	97998.74	94288.67	64752.438	50754.918	101598.336	57001.24	95215.53	85965.81	209855.62	211421.14	59738.992	194317.16	0	85421.58	68714.35	0	104621.29	0	133846.42	93862.07	64947.566	329059.66	0	94883.07	88826.56	85392.34	97196.69	50731.6	121290.34	0	66296.445	119333.27	212945.88	0	0	67790.875	0	153084.73	110221.25	49268.125	111468.73	0	49206.777	86778.32	63280.15	68370.51	81821.16	0	0	44964.88	96953.45	0	47956.824	111707.39	131608.77	175239.84	121170.85	93209.664	96986.34	117138.97	94623.36	206971.11	0	189025.64	0	70679.23	165323.44	34962.793	63932.65	135355.75	89079.71	0	0	144942.89	46139.723	0	53305.195	143926.66	0	74420.97	105997.55	99301.3	83079.61	153825.05	67128.26	72862.67	56062.082	172279.88	47379.88	87658.22	56882.94	43013.133	128914.13	123713.34	116401.27	52681.2	0	63624.227	59715.273	252607.08	31451.184	53844.816	86169.15	135255.39	59240.2	64379.746	98075.695	277721.72	105174.03	143795.5	124840.55	0	77307.53	69936.375	0	48221.656	203566.72	0	129822.61	48642.273	70422.33	90441.46	91840.12	132668.27	0	98544.69	0	0	91554.695	104740.04	97434.07	259475.72	152057.9	0	199018.31	80076.086	0	238076.39	219743.11	87142.48	0	118498.26	173507.69	0	170737.2	38230.227	0	121837.22
					399.3102256			0	10.851574	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/8030	Salmo salar					GNPS					ft_171236		no matches	0	no matches	0	no matches	0	no matches	0	no matches	0	no matches	0	136445.89	275403.53	115393.984	178859.22	40684.117	156295.72	245912.92	95678.9	105537.93	72105.19	61301.914	68235.164	52718.598	19580.525	107621.87	476894.4	540525.8	86562.195	197220.8	36338.832	152736.06	27285.709	515548.3	498965.12	579416.2	75259.41	85394.28	216040.47	167762	172575.56	89565.57	466627.84	509425.66	83784.414	296848.4	365221.72	270938.5	338051.3	177615.56	609545.25	510231.38	213299.92	515643.84	551685	77880.984	205719.48	454583.4	68029.195	424629.8	95979.63	754214.25	224356	115807.875	221919.06	92639.94	235653.3	104879.68	288700.44	322425.8	115699.95	585984.4	435159.12	525312.75	389315	439339.06	428891.84	84206.22	79959.83	65406.473	185611.16	191024.06	165628.88	242390.67	145150.7	182477.83	345393.84	166050.9	85704.055	137604.06	287251.9	314666.44	327603.56	67554.125	242634.42	474418.47	85944.04	473219.2	502040.3	129021.73	287389.38	104707.086	410469.62	396022.78	267267.97	436148.97	185897.97	84872.625	570018	271589.34	91225.56	55121.582	377306.03	260135.38	83459.516	333034.2	136080.84	254462.03	196416.55	155647.69	244143.12	182072.3	278359.06	53637.445	44281.766	242202.6	267326.75	156666.67	488325.16	319799.62	259333.64	159579.53	43789.895	790056.9	420966.5	236854.14	565437.25	89246.05	480702.53	102799.53	296448.72	99324.43	130979.46	82367.555	78596.2	124479.19	100343.88	65979.945	114667.57	62194.715	231137.14	334943.3	142504.53	383896.8	195661.38	222395.66	160207.72	425092.3	350688.75	286937.8	138946.4	137754.06	76914.19	482576.94	85883.63	226428.45	90765.92	106472.03	431533.47	92966.47	378172.5	483500.66	422337.44	439489.88	502407.66	108116.16	52347.824	73587.29	65597.56	48313.79	80796.86	87253.48	152812.25	187540.16	348590.97	50490.926	346155.22	74205.7	705873.8	174980.08	66779.805	307845.03	130401.95	44741.867	358140.88	455812.88	257957.4	92994.17	281538.22	139946.92	224538.69	63745.703	108760.6	136437.42	328688.8	275782.3	633783.6	311515.72	174590.42	55554.504	636083.56	328021	51647.37	240657	52308.633	287850.12	108337.99	85542.05	199214.19	215635.42	493299.94	759798.25	218007.97	141558.55
					423.2715276			0	10.852772	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/8030	Salmo salar					GNPS					ft_171243		no matches	0	no matches	0	no matches	0	no matches	0	no matches	0	no matches	0	10647.654	6715.027	13237.121	11833.563	0	3799.4517	151231.81	19212.424	21833.94	10029.86	5234.6333	4189.6216	0	0	10832.349	31043.26	24115.197	14034.031	14549.116	4869.0522	4469.3096	0	33967.082	29450.549	43141.91	11816.159	11455.901	11500.248	5934.8945	4259.9062	25608.03	36204.96	64168.26	8768.266	15864.173	20961.94	11161.178	9052.24	19413.006	18622.97	21813.613	15704.842	18414.045	13093.024	6477.8755	0	10353.016	9711.1875	22406.402	9820.472	11387.462	16662.996	10483.171	11306.796	9461.026	11341.837	8433.291	0	15866.669	15049.892	10602.747	9457.978	14823.812	0	45276.164	7782.9473	9410.045	8099.7837	0	13163.925	6326.3096	13473.626	5353.252	10299.373	11015.336	36326.832	8517.699	16431.969	11790.595	9248.63	6208.008	14691.799	5869.3965	18072.105	11651.667	7682.411	7573.0156	0	14503.965	12884.207	9045.312	17650.111	10236.879	0	10603.957	14157.643	8742.358	9200.68	12860.577	8214.31	7434.4326	8651.524	17962.32	31469.848	12555.804	7403.1763	6613.5405	6919.061	19362.566	5528.0747	12030.262	10550.098	0	2638.1162	10227.921	11403.799	18817.291	28973.621	10781.202	6628.6685	9335.364	6738.213	9594.167	9563.938	18932.05	25615.406	10458.23	8357.531	5371.2393	22877.85	7893.1685	10073.809	11743.123	9569.789	15288.329	10361.036	6168.904	13161.672	0	9368.668	15008.99	6934.072	10090.905	0	33630.75	7661.4365	9924.621	8640.369	12463.451	18016.646	15135.867	8850.433	22118.195	8140.341	15699.399	9663.706	7832.389	10885.631	12185.379	10657.128	11038.351	15815.21	13075.788	11709.771	8196.922	11731.469	15083.871	6932.491	12725.424	7369.324	10084.545	0	10532.598	17367.875	7404.6255	13104.301	9006.725	32552.418	6724.06	6140.304	11605.126	7882.3003	0	15723.261	12705.202	17601.19	6537.3125	19062.562	6677.669	14859.552	0	11077.038	8041.3545	13853.734	12746.255	12245.291	13628.111	8411.821	6857.115	9121.705	9498.856	3761.2295	9260.013	5707.229	6914.5415	5541.471	4841.284	8641.285	18649.297	11446.356	10699.124	17266.818	15587.873
					341.2684335			0	10.855709	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/8030	Salmo salar					GNPS					ft_171262		Fatty Acyls	0.14	Lineolic acids and derivatives	0.14	Organic compounds	0.14	Aliphatic acyclic compounds	0.14	Lineolic acids and derivatives	0.14	Lipids and lipid-like molecules	0.14	90047.01	104724.41	116231.664	133533.08	0	56445.91	250930.34	33382.984	45360.336	45573.383	43063.316	35504.945	31361.13	20408.494	44278.145	213978.75	180555.88	84074.266	92381.21	19859.953	51652.598	0	189854.78	174534.5	193634.88	79257.52	90920.37	87198.03	68891.38	45504.12	43664.676	174387.95	178381.45	41197.566	201598.08	234169.08	161791.3	183911.34	162167.61	261990.86	234558.98	164782.61	211499.05	194081.56	33696.844	125712.125	183388.16	37474.957	264040.25	50742.117	189474.14	214154.95	129239.414	62386.812	48988.44	188258.9	44996.223	122520.414	155196.2	41971.438	216281.27	168465.25	188595.05	180314.4	165934.56	155200.94	50834.598	67251.2	22947.76	151877.92	81446.78	103950.59	107036.24	88304.016	101641.375	189697.78	98612.12	118507.37	95032.734	142349.78	99960.04	176234.86	30744.316	233029.39	177208.12	48606.36	159813.84	185833.6	61874.035	171098.73	51549.348	216485.53	154959.58	158393.78	186899.39	180712.97	41050.89	207431.55	180848.98	47664.05	31865.64	139182.42	224149.05	38326.836	153581.66	103136.6	101031.32	102253.87	172754	20589.088	133826.31	111062.04	43285.703	18917.332	78102.445	108256.46	165383	209242.67	137082.5	114630.125	108256.16	25272.076	150075.16	171464.97	167101.42	255675.88	88351.83	159764.19	66161.74	107694.07	76952.836	112551.86	48203.73	26483.268	115068.47	39211.094	31852.648	107753.664	30411.22	101950.695	195255.1	67745.945	121906.47	55871.973	205947.7	77878.61	155170.62	129314.84	160330.48	141757.16	171104.4	41272.902	261706.39	41006.445	207279.58	40599.26	46713.664	128850.39	44268.824	164629.02	180074.8	203334.86	170502.47	106527.99	73872.836	51179.164	38199.617	34334.85	46946.543	40091.332	76580.71	65402.96	119954.49	151886.89	30260.77	146051.48	41475.234	173347.39	25815.336	39302.797	100497.29	82562.82	25364.871	229825.81	178069.03	211413.89	38510.27	241300.86	73972.75	186395.81	25271.479	101765.02	94273.84	157627.5	140382.45	153573.95	153004.64	115233.164	21813.059	43957.24	106718.47	24733.111	108588.77	39413.266	109474.33	74597.68	39726.918	119267.84	161707.03	213174.1	166781	190383.27	166510.19
					460.3266781			0	10.857953	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/8030	Salmo salar					GNPS					ft_171279		Prenol lipids	0.08	Tigliane and ingenane diterpenoids	0.08	Organic compounds	0.08	Aliphatic homopolycyclic compounds	0.08	Diterpenoids	0.08	Lipids and lipid-like molecules	0.08	13602.37	4822.245	14653.714	9732.423	0	0	25369.783	10303.635	8005.088	3866.2131	0	0	0	0	7390.342	12002.533	10421.018	10938.075	10459.933	0	0	0	11080.576	11911.3125	11799.873	12434.15	14387.966	6498.388	0	2585.0789	10324.046	9473.918	10536.605	10835.745	13582.405	18762.607	10885.613	10332.081	15156.341	24560.166	23398.666	16288.429	17105.451	16689.543	6183.494	13561.084	8137.559	8166.116	19326.477	10618.242	12022.342	27302.408	25209.742	18627.086	10730.926	20503.531	0	8092.6855	19832.898	7606.1016	14626.284	9798.556	12001.753	8597.789	8690.766	7344.116	10045.576	5458.1865	0	17838.094	3898.578	13472.124	0	9449.495	12726.463	21214.916	5803.127	18530.812	11339.965	7131.275	5013.121	10988.749	0	26153.574	10842.583	10697.077	11422.222	12282.284	13285.713	10737.303	11859.732	24775.287	7600.965	24259.805	10521.372	25892.8	8931.483	14111.911	24125.246	10515.187	9212.757	6168.3267	24805.58	8070.776	8717.324	8649.291	5383.7524	3769.143	26837.455	5207.5967	17378.885	5286.7983	0	2335.81	3314.3987	4583.238	20119.8	11092.368	8672.949	4527.653	7712.0654	4708.1733	9909.791	8520.411	29400.717	20774.277	10626.206	11146.461	6188.6636	5650.066	6968.0693	13049.529	7454.632	0	15221.096	5785.649	5703.1255	13438.077	0	0	21837.66	5895.0474	6377.8306	0	20466.137	4037.0747	6829.5933	6016.943	11906.532	21311.928	24291.014	8807.685	34624.668	9896.005	25607.48	8679.574	7418.9893	0	8911.795	8111.21	7724.964	9046.515	10089.563	5593.51	9000.1	4358.8647	9191.629	7239.591	6506.309	6628.8105	7068.1313	2791.1843	6783.385	11827.981	8911.191	6712.0522	6727.761	9035.605	5934.418	6154.296	4667.679	5842.0586	0	15158.033	13148.832	22569.701	6766.7056	21128.617	4073.9634	20169.363	5126.875	10745.998	10694.244	7559.598	14917.347	7735.2925	13565.452	6057.579	2808.4834	8185.389	0	0	4784.218	0	5673.597	6444.2944	6331.9053	6352.678	14591.717	10858.665	9751.577	21239.43	29559.969
