Sample Name	Protocol REF	Parameter Value[Post Extraction]	Parameter Value[Derivatization]	Extract Name	Protocol REF	Parameter Value[Chromatography Instrument]	Term Source REF	Term Accession Number	Parameter Value[Autosampler model]	Parameter Value[Column model]	Parameter Value[Column type]	Parameter Value[Guard column]	Labeled Extract Name	Label	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Scan polarity]	Parameter Value[Scan m/z range]	Parameter Value[Instrument]	Term Source REF	Term Accession Number	Parameter Value[Ion source]	Term Source REF	Term Accession Number	Parameter Value[Mass analyzer]	Term Source REF	Term Accession Number	MS Assay Name	Raw Spectral Data File	Protocol REF	Normalization Name	Derived Spectral Data File	Protocol REF	Data Transformation Name	Metabolite Assignment File
SA09_04	Extraction			SA09_04	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA09_04	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA09_04.raw	Data transformation	SA09_04	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA09_04.mzML	Metabolite identification	SA09_04	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA09_05	Extraction			SA09_05	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA09_05	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA09_05.raw	Data transformation	SA09_05	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA09_05.mzML	Metabolite identification	SA09_05	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA10_01	Extraction			SA10_01	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA10_01	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA10_01.raw	Data transformation	SA10_01	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA10_01.mzML	Metabolite identification	SA10_01	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA10_02	Extraction			SA10_02	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA10_02	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA10_02.raw	Data transformation	SA10_02	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA10_02.mzML	Metabolite identification	SA10_02	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA10_03	Extraction			SA10_03	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA10_03	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA10_03.raw	Data transformation	SA10_03	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA10_03.mzML	Metabolite identification	SA10_03	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA10_04	Extraction			SA10_04	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA10_04	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA10_04.raw	Data transformation	SA10_04	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA10_04.mzML	Metabolite identification	SA10_04	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA10_05	Extraction			SA10_05	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA10_05	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA10_05.raw	Data transformation	SA10_05	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA10_05.mzML	Metabolite identification	SA10_05	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA10_11	Extraction			SA10_11	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA10_11	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA10_11.raw	Data transformation	SA10_11	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA10_11.mzML	Metabolite identification	SA10_11	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA10_12	Extraction			SA10_12	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA10_12	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA10_12.raw	Data transformation	SA10_12	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA10_12.mzML	Metabolite identification	SA10_12	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA10_13	Extraction			SA10_13	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA10_13	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA10_13.raw	Data transformation	SA10_13	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA10_13.mzML	Metabolite identification	SA10_13	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA10_14	Extraction			SA10_14	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA10_14	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA10_14.raw	Data transformation	SA10_14	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA10_14.mzML	Metabolite identification	SA10_14	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA10_15	Extraction			SA10_15	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA10_15	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA10_15.raw	Data transformation	SA10_15	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA10_15.mzML	Metabolite identification	SA10_15	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA10_16	Extraction			SA10_16	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA10_16	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA10_16.raw	Data transformation	SA10_16	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA10_16.mzML	Metabolite identification	SA10_16	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA10_17	Extraction			SA10_17	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA10_17	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA10_17.raw	Data transformation	SA10_17	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA10_17.mzML	Metabolite identification	SA10_17	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA10_18	Extraction			SA10_18	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA10_18	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA10_18.raw	Data transformation	SA10_18	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA10_18.mzML	Metabolite identification	SA10_18	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA10_19	Extraction			SA10_19	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA10_19	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA10_19.raw	Data transformation	SA10_19	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA10_19.mzML	Metabolite identification	SA10_19	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA10_20	Extraction			SA10_20	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA10_20	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA10_20.raw	Data transformation	SA10_20	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA10_20.mzML	Metabolite identification	SA10_20	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA10_21	Extraction			SA10_21	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA10_21	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA10_21.raw	Data transformation	SA10_21	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA10_21.mzML	Metabolite identification	SA10_21	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA10_22	Extraction			SA10_22	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA10_22	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA10_22.raw	Data transformation	SA10_22	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA10_22.mzML	Metabolite identification	SA10_22	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA10_23	Extraction			SA10_23	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA10_23	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA10_23.raw	Data transformation	SA10_23	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA10_23.mzML	Metabolite identification	SA10_23	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA10_24	Extraction			SA10_24	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA10_24	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA10_24.raw	Data transformation	SA10_24	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA10_24.mzML	Metabolite identification	SA10_24	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA10_25	Extraction			SA10_25	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA10_25	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA10_25.raw	Data transformation	SA10_25	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA10_25.mzML	Metabolite identification	SA10_25	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA10_26	Extraction			SA10_26	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA10_26	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA10_26.raw	Data transformation	SA10_26	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA10_26.mzML	Metabolite identification	SA10_26	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA10_27	Extraction			SA10_27	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA10_27	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA10_27.raw	Data transformation	SA10_27	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA10_27.mzML	Metabolite identification	SA10_27	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA10_28	Extraction			SA10_28	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA10_28	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA10_28.raw	Data transformation	SA10_28	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA10_28.mzML	Metabolite identification	SA10_28	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA10_29	Extraction			SA10_29	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA10_29	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA10_29.raw	Data transformation	SA10_29	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA10_29.mzML	Metabolite identification	SA10_29	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA10_30	Extraction			SA10_30	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA10_30	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA10_30.raw	Data transformation	SA10_30	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA10_30.mzML	Metabolite identification	SA10_30	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA11_01	Extraction			SA11_01	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA11_01	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA11_01.raw	Data transformation	SA11_01	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA11_01.mzML	Metabolite identification	SA11_01	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA11_02	Extraction			SA11_02	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA11_02	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA11_02.raw	Data transformation	SA11_02	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA11_02.mzML	Metabolite identification	SA11_02	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA11_03	Extraction			SA11_03	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA11_03	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA11_03.raw	Data transformation	SA11_03	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA11_03.mzML	Metabolite identification	SA11_03	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA11_04	Extraction			SA11_04	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA11_04	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA11_04.raw	Data transformation	SA11_04	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA11_04.mzML	Metabolite identification	SA11_04	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
